1	2	3	4	5	6	7	8	9	10
SNX20	7.217344	6.658003	7.36608	8.028139	7.70984	6.974172	7.689063	7.221571	7.194448	6.719549
SNX21	7.534575	7.019698	7.602152	7.310294	7.472917	7.37548	7.256047	7.351857	7.242709	7.454604
SNX22	7.406475	7.178112	7.19004	7.333807	7.942928	7.175507	7.122664	7.251493	7.230965	7.238878
SNX24	7.601083	9.041734	7.579229	8.262043	7.54647	7.471096	8.648243	8.259281	7.448303	8.163727
SNX25	7.258162	7.637455	7.157511	7.992282	8.179523	7.97147	7.616403	7.851934	7.867726	7.357639
SNX27	8.162452	8.387467	8.478461	8.516945	8.349478	8.523912	8.44226	8.977002	8.814533	8.29661
SNX29	7.74691	7.208383	8.070346	7.812683	7.777855	8.840156	7.730555	7.629604	7.80022	7.855871
SNX29P2	6.205878	6.123709	6.119248	5.951382	6.145735	6.22193	6.18659	6.277383	6.16234	6.120394
SNX3	11.319047	11.770757	11.815226	11.579326	11.389214	12.274986	11.677999	11.175163	11.533955	11.240532
SNX32	6.599174	6.522184	6.798376	6.593564	6.753149	6.432238	6.49219	6.569027	6.709625	6.548814
SNX33	7.668241	7.472797	7.854356	7.891527	7.463272	7.865681	7.646803	7.618243	7.956366	7.591725
SNX4	9.596326	9.814109	8.90489	9.166421	8.414597	9.281864	8.53113	9.266783	9.489213	9.11905
SNX5	10.16758	10.893069	10.53181	10.734037	10.23157	10.756785	10.92525	10.799935	10.131893	9.891276
SNX6	10.68969	9.821471	10.0872	11.013443	9.548842	10.752435	10.76637	10.533796	9.59198	10.26948
SNX8	7.606717	7.746266	7.37535	7.333952	7.379489	8.104023	7.261647	7.141642	7.908017	7.675106
SNX9	8.758029	8.945796	8.704596	9.154013	8.568611	9.483092	8.738965	9.129488	9.487705	8.942783
SOAT1	8.118831	8.671708	8.407735	9.359399	8.256677	9.662059	8.937601	8.933065	7.94287	7.701567
SOBP	8.279471	7.173318	7.612106	7.442347	7.888085	6.719427	6.88998	7.531072	7.614969	8.359704
SOCS1	7.427178	7.788997	7.764239	7.508451	7.819466	7.479347	7.534559	7.186984	7.585739	7.385316
SOCS2	8.276473	8.821857	9.363348	8.431033	8.941819	8.577322	7.954032	9.239817	9.799091	9.267182
SOCS3	9.343009	8.035025	9.341528	9.736653	9.95594	10.321021	9.817652	9.213865	8.851106	9.437744
SOCS4	8.735569	9.409066	8.343564	9.301782	8.464018	8.869212	8.956807	9.071353	8.528457	8.782272
SOCS5	8.433807	8.504997	7.315522	8.822513	8.463819	7.746235	8.557529	9.289634	8.956633	8.183652
SOCS6	7.510977	8.656462	7.225023	7.834622	7.62383	6.972075	7.834575	8.738073	6.902485	8.028677
SOCS7	8.537762	8.613819	7.553687	8.200178	8.00782	7.951914	7.704866	8.327808	8.462228	8.32689
SOD2	9.084289	8.495463	9.58354	9.248957	9.113904	10.346144	9.795247	8.997571	9.337675	8.683161
SOGA1	7.155675	7.348088	6.907236	7.095216	7.270316	7.406316	7.306343	7.615017	7.298094	7.766673
SOGA2	7.14893	8.943084	7.860702	7.255756	8.171	8.113341	8.308315	8.840099	6.590557	8.807361
SOGA3	6.461984	6.267135	6.460077	6.305054	6.576943	6.332974	6.367746	6.416392	6.725765	6.384646
SOHLH2	6.230235	6.166183	6.385375	6.258807	6.08013	6.172233	6.098072	6.215313	6.341596	6.229461
SOLH	6.890767	6.613087	6.852892	6.89447	6.708243	6.79408	6.639054	6.611461	6.966915	6.92387
SON	10.91702	11.416535	10.05972	11.221942	10.76288	10.462562	10.750932	11.085453	10.412278	10.6078
SORBS1	7.718738	7.137516	7.197615	7.30249	8.017867	7.143571	7.035732	7.099805	7.182286	7.416579
SORBS2	8.126092	6.190975	7.825061	6.881983	7.758644	6.584013	7.324756	6.941555	6.858483	7.737278
SORBS3	7.951263	7.489	7.844395	7.530231	7.801906	7.401354	7.475537	7.646513	7.883681	7.710276
SORCS1	6.434576	6.37532	6.417657	6.360635	6.238205	6.432653	6.500483	6.380941	6.427087	6.373932
SORD	9.329973	9.0117	9.136342	8.137112	8.618379	8.763401	9.756907	9.290058	8.949013	7.898063
SORL1	9.384072	10.624592	10.306426	9.171951	9.435927	9.381152	11.207495	9.723447	8.852842	10.103308
SORT1	8.790306	9.426188	8.222596	8.652751	8.399125	8.09461	8.703801	8.359472	7.981538	8.122063
SOS1	8.969212	9.492345	8.848362	9.76621	9.654035	9.108758	9.212001	9.374979	10.702955	9.193623
SOS2	9.079041	8.680026	8.857558	8.96753	8.638765	8.859508	9.009252	8.725587	7.97803	8.816777
SOWAHC	9.475948	9.755614	9.673317	9.378411	9.312185	11.085637	10.667151	11.012391	9.314005	10.14208
SOX1	6.527209	6.542074	6.748246	6.520651	6.347133	6.603198	6.558461	6.546044	6.753874	6.595724
SOX10	6.744526	6.465274	7.03332	6.763025	7.095811	6.75121	6.967301	6.718631	7.061729	6.576562
SOX11	6.398434	6.418524	6.500012	6.379066	6.298807	6.483029	7.600058	6.872347	6.604402	6.820336
SOX12	7.05483	7.071923	6.843572	7.903943	6.594416	7.326227	7.362261	7.396116	7.12774	7.303473
SOX13	7.979288	7.748501	7.802277	7.500914	8.057832	7.44588	8.072904	8.052429	7.756093	7.670842
SOX15	7.622202	8.969483	8.511923	7.148833	8.007661	8.572046	7.716942	8.065343	7.935514	8.245174
SOX17	6.315002	6.377101	6.537612	6.403749	6.807435	6.307224	6.513186	6.507079	6.486735	6.568639
SOX2	10.63359	12.621602	9.66214	12.273288	10.77808	6.976107	11.86237	12.640022	6.401418	12.04753
SOX3	6.378793	6.497901	6.465165	6.459833	6.185036	6.497125	6.494277	6.643432	6.627703	6.365072
SOX30	6.180256	5.971577	6.244067	5.933872	5.913823	6.275701	6.191105	6.082827	6.089844	6.181681
SOX4	12.214948	11.025758	10.870225	11.884161	11.473256	11.222394	9.726903	10.890894	12.204158	11.928731
SOX5	6.596888	6.430692	6.778257	6.730249	6.731109	6.46192	6.621084	6.528675	6.632121	6.500389
SOX6	7.804881	7.275645	7.204704	7.530939	7.868738	7.711637	7.768153	7.969069	7.812578	7.776069
SOX7	8.988523	8.405802	8.344037	7.207355	8.225412	9.654955	6.922885	7.42066	8.220767	8.319119
SOX9	9.857914	8.452499	8.039801	7.558051	6.978505	9.855142	9.112249	7.853014	9.904895	9.362732
SP1	9.443144	9.551678	9.237019	8.951634	9.22545	8.919932	8.877225	8.937031	9.463069	9.21797
SP100	9.26864	8.570793	8.876667	9.142581	9.08597	9.487502	9.280679	8.956819	8.617781	8.646329
SP110	9.118545	8.106752	9.268496	9.449226	9.082518	9.464059	8.944439	8.379644	8.090572	8.454289
SP140	6.712797	6.399412	6.764198	7.159533	7.290135	6.543392	7.033075	6.556783	6.716808	6.260897
SP140L	8.538	8.421499	7.883065	8.050004	8.034291	8.615462	9.295021	8.516595	8.790854	8.154818
SP2	7.196424	7.487025	6.845714	7.160415	7.319027	7.187921	7.407311	6.70921	6.739872	7.342457
SP3	10.671267	11.056291	9.306678	10.699109	10.142854	10.808927	11.042248	10.747531	9.977393	10.438732
SP4	8.271916	8.978823	8.168577	8.520343	8.567827	8.525726	8.774842	8.586683	8.205334	9.160096
SP8	6.621034	6.822002	6.693623	6.724249	6.365214	6.752235	6.716767	6.667038	6.939399	6.645794
SPAG11B	6.367587	6.222568	6.473853	6.237555	6.40493	6.250653	6.323227	6.181014	6.316679	6.22925
SPAG16	8.732615	9.337703	8.23308	8.692926	7.505509	8.739968	8.19489	7.40502	7.877872	8.315962
SPAG17	6.83112	7.366894	6.990867	6.59173	6.852509	6.485571	7.041413	6.455608	6.292234	7.063853
SPAG5-AS1	7.036699	6.868737	7.256303	6.936836	6.814541	6.833118	6.847298	6.868896	7.172839	6.804116
SPAG6	6.760638	7.365382	7.563982	6.519959	7.161002	6.638611	6.772895	6.292778	6.620864	6.591427
SPAG8	6.505069	6.207578	6.413703	6.459861	6.789808	6.377329	6.424922	6.315395	6.811962	6.266722
SPAG9	8.739378	9.8648	9.253513	10.207436	8.769854	10.850627	9.858796	10.091076	9.23998	9.26015
SPAM1	6.165242	6.200153	6.009252	6.071095	6.365815	6.070909	6.186003	6.158435	6.28472	6.014459
SPARC	12.417442	11.577821	13.17725	11.67726	12.631113	12.098161	11.913446	12.414928	12.709255	13.648773
SPATA13	8.39177	7.367746	8.337557	8.775171	8.784232	7.6916	8.303997	8.874354	8.125727	8.152086
SPATA17	6.939225	7.956385	6.90162	6.705666	6.441767	6.216693	6.389543	6.41383	6.629118	6.317403
SPATA18	6.88356	7.638511	7.155063	6.532687	7.296693	6.409848	7.121881	6.722931	6.395435	7.752512
SPATA2	7.410821	7.45741	7.568763	7.365197	7.63408	8.171099	7.47366	7.677971	7.77574	7.407293
SPATA21	7.00623	6.766204	6.914446	6.949026	7.042065	6.847355	6.922323	6.914201	7.212966	6.919319
SPATA22	5.929131	5.892957	5.905356	5.89725	5.958679	6.002964	5.854523	5.992665	6.06222	5.934805
SPATA24	9.46725	8.933864	9.641891	8.672279	9.727319	8.997098	9.163188	8.734569	9.886115	9.139261
SPATA31E1	6.384847	6.285303	6.269735	6.584983	6.625497	6.540532	6.435636	6.535552	6.385698	6.37347
SPATA32	7.808457	7.529073	7.975977	7.523729	7.988841	7.570605	7.603047	7.535036	7.729656	7.583608
SPATA5	6.749863	7.119499	6.547142	7.728565	6.867959	7.432841	7.094839	7.15858	7.445303	7.509485
SPATA5L1	8.560731	9.386191	8.909565	8.627794	8.349682	9.031406	8.784131	9.178554	8.941873	8.869873
SPATA6	6.715845	7.509605	6.597879	7.237804	6.87389	6.456095	6.552725	6.467566	6.569745	6.558996
SPATA6L	6.717379	6.63098	6.553284	6.658324	6.791105	6.889654	6.757029	6.852754	6.721417	6.765998
SPATA7	7.043198	7.375167	7.374952	7.248519	6.707077	6.980676	7.266094	6.892432	7.03001	6.849894
SPATA9	6.029018	6.075447	6.055355	6.157189	6.263262	6.19386	6.131647	6.129058	6.08589	6.185592
SPATS2	8.953666	8.823095	8.410738	9.524353	8.81415	9.392206	8.136685	8.320398	9.165064	8.512712
SPATS2L	10.47104	10.849288	10.79235	9.456567	10.06001	10.802507	10.166265	10.031485	10.228682	10.93133
SPCS3	10.1787	9.516186	10.61667	10.257837	10.92571	10.704525	10.212219	9.507679	10.187844	10.00957
SPDEF	7.532875	7.327068	7.465562	7.515849	7.537486	7.380488	7.388716	7.331717	7.62541	7.365774
SPECC1	7.171101	6.762646	6.929289	6.883535	6.596082	7.11242	6.860898	6.771364	8.451358	6.985576
SPEF2	6.852103	6.374056	6.993089	6.806851	6.869117	6.450234	7.327986	6.555244	6.665521	7.236789
SPEG	7.029451	6.931565	7.031836	6.649832	6.955037	7.323861	6.727906	6.791469	7.06783	7.106258
SPEN	10.837478	9.015511	9.451813	8.849747	10.195316	9.40168	9.07049	9.936218	9.454325	10.275087
SPERT	6.379727	6.439368	6.566745	6.431384	6.771386	6.487307	6.436991	6.543324	6.441785	6.42406
SPG11	9.70557	10.460104	9.905671	9.813516	9.547915	8.873644	10.291554	9.908871	9.195881	9.43664
SPG20	8.30822	9.017066	8.119019	8.490156	8.449892	9.228008	7.975154	9.597722	8.299793	7.950045
SPG21	10.26105	11.226262	10.86081	11.080044	9.905569	10.876734	10.660774	10.650989	10.409017	10.59552
SPG7	9.320382	8.892418	8.998286	9.43503	8.921459	9.514361	8.806746	9.185799	9.498568	8.403841
SPHK2	7.167219	7.131768	7.352953	7.096586	6.903695	7.493132	7.290513	7.159698	7.496045	7.224625
SPIB	6.737543	6.501109	6.64665	6.75129	6.769865	6.55878	6.651354	6.602793	8.043481	6.456773
SPICE1	7.999763	8.861457	7.478939	7.716569	7.463795	8.659138	7.722043	7.729548	8.6201	8.135427
SPIN1	9.830784	11.129483	9.229991	10.474709	9.303085	10.812945	10.387282	10.75479	9.68064	10.40234
SPIN3	6.965031	7.509599	7.137549	7.524136	6.935314	8.341719	7.434281	6.36921	7.827775	7.254384
SPINT1	9.723376	9.060217	8.531083	7.812169	7.686784	8.532228	9.451521	8.240381	8.076263	8.429171
SPIRE1	8.069523	8.325101	8.26222	8.857076	7.663921	8.955539	7.953671	8.643624	8.58697	8.166838
SPIRE2	6.892249	7.118943	6.811261	7.048991	6.989269	7.553732	6.827701	7.213386	6.643485	6.836996
SPN	7.457546	7.307134	7.121478	7.421713	7.696038	7.322312	7.338138	7.294529	7.406918	7.329508
SPOCD1	7.318118	7.018301	7.387033	7.060557	6.824341	7.382903	7.148277	7.11715	7.696898	7.05028
SPOCK2	7.987935	7.215173	7.725357	8.093455	8.287053	7.178725	7.922308	7.556643	7.581169	7.187213
SPOCK3	6.214126	6.692706	6.502212	6.107063	6.198705	7.129042	6.012682	6.527874	6.969857	7.759665
SPON1	9.329575	7.719904	9.011663	8.559979	9.475724	7.906066	8.459127	8.274919	7.712402	9.807444
SPOP	8.808593	9.379181	9.579232	9.374758	9.832968	8.858947	9.041509	9.097285	9.128278	9.264666
SPOPL	8.869739	9.949857	8.943017	9.574317	8.998649	9.76037	9.065353	9.383547	9.072018	8.502395
SPP1	11.484331	11.475039	9.295281	12.504695	12.616958	11.90839	12.613607	12.939997	12.063559	11.706187
SPPL2B	7.096651	7.057305	6.989781	6.940128	6.883427	6.86235	7.119097	6.941217	7.057854	6.897501
SPPL3	9.63044	10.37177	9.472031	9.50882	9.259873	9.649354	9.386532	9.539277	9.536362	9.903509
SPRED1	8.527442	9.126628	8.250063	9.536097	8.290178	8.792987	9.225327	8.740535	7.831632	9.061637
SPRED2	8.727404	9.217712	8.520059	8.942847	8.689477	8.447154	8.696811	9.200594	8.006716	8.971861
SPRN	6.938244	7.095902	6.861288	6.950271	6.619892	7.099176	6.991837	6.93709	6.765333	6.896845
SPRR1A	8.188665	11.067599	10.170707	6.362561	9.128124	8.727038	13.512313	13.61118	5.958358	12.231152
SPRR3	7.849974	8.457278	10.0483	7.190876	8.689585	10.925277	12.892808	12.482033	6.924181	12.94556
SPRY1	8.291283	7.618945	8.514271	10.112905	9.312846	7.88323	8.828528	8.32199	8.113258	9.361905
SPRY4	7.664484	8.014766	8.128782	7.124722	7.326671	7.590758	7.5024	7.41781	7.587305	8.052593
SPRY4-IT1	7.555589	7.343777	7.251906	7.103092	7.034734	7.401496	6.894929	7.008689	6.927667	7.509883
SPRYD7	6.878367	6.887295	7.035488	6.840107	6.658093	7.472706	6.820733	7.16001	6.828011	7.39581
SPSB1	7.957814	7.119391	8.70769	7.213375	7.40643	7.21169	7.51842	8.353645	8.020058	7.581387
SPSB3	9.371117	8.780408	9.521982	8.919351	8.831912	9.382235	9.101616	8.949925	9.744164	9.29706
SPTAN1	8.00079	7.529946	7.757478	7.491005	7.823132	8.144179	7.648608	7.715872	7.466136	7.794962
SPTB	6.976356	7.018065	7.002705	6.90334	7.192669	6.935615	7.037973	6.921248	7.172237	7.06837
SPTBN1	10.555413	10.818077	11.015799	11.380331	10.732776	11.692073	11.187762	11.77001	10.477991	10.653163
SPTBN4	6.848885	6.618351	6.860729	6.811655	6.637881	6.835423	6.813431	6.811067	6.868524	6.634405
SPTLC1	9.630976	10.933554	9.584444	10.402452	9.245536	10.969144	10.497527	11.454947	9.773982	10.18477
SPTLC2	8.253884	8.726858	8.436731	8.618196	7.83519	8.011669	8.850573	9.228877	7.963653	8.65743
SPTLC3	6.566837	6.448938	6.50489	6.825659	6.35055	6.47158	6.448439	6.411536	6.30724	6.563131
SPTSSA	10.876425	9.68679	9.692213	9.848441	9.630547	10.227604	11.074183	11.568695	9.137015	10.28494
SPTY2D1	8.165738	8.345922	8.277333	8.716464	8.442274	8.898538	8.750975	8.74141	8.285353	8.498911
SPTY2D1-AS1	6.224075	6.185823	6.099605	6.509124	6.182679	6.286648	6.286058	6.314029	6.318646	6.325595
SQLE	9.07779	10.1027	9.880124	9.845071	8.799681	10.385164	10.889234	9.930272	9.556867	10.869189
SQSTM1	9.64337	9.18641	9.66142	10.191929	9.333276	9.663948	10.686014	10.02042	10.305264	9.028081
SRA1	8.143697	8.943482	9.070263	8.720232	8.256756	9.184767	9.007484	8.486646	8.518	8.584833
SRC	8.328055	7.608906	8.452027	7.587291	7.982086	8.201969	8.145799	7.881109	8.264098	8.430673
SRCAP	7.469857	6.882085	7.426893	6.85684	6.997308	7.344279	7.256321	7.122286	7.394408	7.123276
SRCIN1	6.964482	6.879424	6.894676	6.953682	7.184333	7.043894	6.949759	6.883445	7.219487	6.848586
SRD5A1	8.39559	9.84403	8.790515	8.023684	7.585734	11.1723	8.825976	9.149267	10.000788	8.716295
SRD5A3	9.049455	8.615919	8.914647	9.500126	7.294555	7.915739	8.953222	9.385682	8.348573	8.743045
SREBF1	8.598411	8.772756	8.058794	7.903846	8.027866	7.656327	8.246892	8.479548	7.987822	7.945959
SREBF2	8.084549	7.867507	7.85894	7.535227	8.328115	7.743671	7.884418	8.009018	8.048924	8.4163
SREK1	9.327742	9.859368	8.546553	9.904975	8.899086	9.96622	10.198601	10.213905	9.217246	8.622164
SREK1IP1	8.670476	8.818959	8.252835	9.272471	8.361317	9.641132	9.705543	9.400449	8.758621	8.38746
SRF	7.705833	7.792105	7.569765	8.149258	7.697401	8.298936	7.627305	8.025689	8.079501	7.508905
SRGAP1	8.333207	8.737331	7.568193	7.954996	7.703597	8.023117	7.275286	7.244275	7.015295	8.474843
SRGAP2	7.477639	7.575385	7.327777	7.744992	7.424403	7.345527	7.836339	7.63289	7.651248	7.576087
SRGAP2C	8.516517	9.021815	8.194208	8.376995	8.361208	8.681162	8.096746	8.722988	8.389889	8.96064
SRGAP3	6.937967	7.129256	7.194199	7.070662	7.408449	6.642443	7.288487	6.994707	6.810429	7.156774
SRGN	11.503311	9.762223	12.092635	12.416973	12.00724	11.458846	11.624017	11.407979	11.855876	10.371344
SRI	10.926831	10.464401	11.66101	11.250945	9.978309	10.977734	10.052058	10.633893	11.10987	10.736845
SRP72	10.343436	10.154948	10.934936	10.876881	10.004721	10.85457	10.148921	10.765509	10.687735	10.765095
SRPK1	9.516118	10.095282	9.084566	10.023384	8.937279	11.139766	9.479537	10.59166	9.84763	9.456746
SRPK2	9.493322	9.344855	10.339336	9.48531	9.136341	9.635181	8.891842	9.461392	9.964166	10.225346
SRPR	8.528081	8.196256	9.237284	8.592935	8.218572	8.205659	8.598151	7.974657	8.90478	8.18706
SRPRB	10.19531	10.461111	9.706177	9.875242	9.759478	9.636198	9.612848	9.974913	10.334934	9.931829
SRPX2	8.11001	7.268966	7.864142	6.876603	7.055153	8.746506	6.917979	7.440286	7.71181	7.970556
SRR	7.276237	8.283287	7.252389	7.172059	7.41192	6.631095	6.677072	6.723258	6.999671	7.215096
SRRM1	10.102773	10.707003	9.895351	10.62029	10.326357	10.592438	10.382569	10.625189	10.124078	9.769065
SRRM2	9.37533	8.474959	8.77357	8.893813	9.169163	9.116255	9.090788	8.570862	9.57264	8.963291
SRRM3	6.795708	6.621706	6.757316	6.494953	6.556648	6.459932	6.807193	6.661561	6.925665	6.674301
SRRM4	6.557818	6.395899	6.514837	6.40846	6.532555	6.285949	6.424359	6.438994	6.643954	6.429287
SRRT	9.805734	10.674821	9.578031	10.448514	9.384277	10.223088	10.020213	10.015726	10.290381	9.882494
SRSF1	11.287919	12.012537	10.729871	12.110306	11.58277	11.920321	11.740144	11.688653	11.703032	11.285947
SRSF10	9.364798	10.314486	8.761607	9.683428	8.998577	9.546763	9.708124	9.898394	9.102612	8.634697
SRSF11	11.38451	11.897554	9.845803	11.737643	11.395242	11.366613	11.257416	11.770869	11.108675	11.175398
SRSF12	6.546768	6.746121	6.503782	7.093412	6.519408	6.35615	6.579196	6.533904	6.952292	6.358717
SRSF2	11.005304	11.945116	11.597034	11.917139	11.033114	12.003915	11.747715	11.808518	12.224173	11.197917
SRSF3	11.489079	11.792725	11.58295	11.831632	11.041892	11.918151	11.656931	11.762956	11.481567	11.239902
SRSF4	9.573539	10.491252	9.491735	9.996345	9.552733	9.637936	9.714473	9.844085	9.70669	9.21137
SRSF5	10.75546	10.829137	10.737796	11.342932	10.646765	10.831183	11.110716	10.678045	10.552964	10.487058
SRSF6	9.540662	9.073925	9.267274	9.903683	9.799466	9.674741	9.846771	9.782992	10.040235	9.073211
SRSF7	10.723487	11.565787	10.748421	11.615992	10.461499	11.549663	11.388786	11.407986	11.586836	10.341279
SRSF8	9.912171	9.421696	9.863809	10.165576	9.466032	9.988073	10.273644	9.729163	9.802651	9.594915
SRSF9	10.802959	11.6696	10.668104	11.558273	10.570921	11.46558	10.751186	10.802368	10.570121	10.672804
SS18	7.455564	9.669296	7.19834	9.576086	7.527374	7.697581	9.138365	9.087978	8.574696	8.330567
SSB	9.866017	10.273902	9.433699	10.694639	9.665734	10.72027	10.136347	10.345455	9.941211	9.112927
SSBP1	9.636558	11.10598	10.180627	11.683812	10.500992	12.31859	10.842393	11.005479	11.397078	11.051289
SSBP2	7.539789	8.060242	7.992501	8.444012	7.801436	7.915025	10.137295	8.457089	8.196096	7.696388
SSBP3	7.860929	7.499489	7.777134	7.610049	7.274875	7.274986	8.166529	7.162334	7.446022	7.442831
SSBP4	8.037271	7.229652	8.20465	7.959719	8.251644	7.48951	7.366267	7.578122	7.937987	7.842417
SSFA2	10.416596	10.658408	10.804823	9.41421	9.299599	11.121021	10.202659	10.668031	9.268376	10.80836
SSH1	8.388095	8.096985	8.519417	8.363236	8.07746	8.815928	8.226677	8.27283	8.463875	8.011976
SSH2	7.708878	8.447094	7.449101	7.846876	8.05143	7.907404	7.932893	7.813914	7.793533	7.715845
SSH3	8.911069	7.783184	8.85435	8.337838	8.096936	8.691047	8.54372	8.741399	8.25596	8.405714
SSPN	8.385318	7.418376	8.630953	8.71225	8.591244	8.169603	8.611915	7.76997	8.491402	8.875983
SSR1	11.970999	10.815344	10.967081	11.909972	11.569187	12.135624	11.493476	11.987736	11.933693	11.611058
SSR3	11.31759	11.697134	10.78679	11.294893	12.07903	9.739023	10.954315	11.211447	11.312676	11.28204
SSRP1	9.764983	9.926682	9.796791	9.617928	9.259204	11.335752	9.351822	9.720764	9.875423	9.611276
SSTR1	6.495027	6.386194	6.502207	6.410546	6.362808	6.513156	6.340466	6.423158	6.405263	6.54193
SSTR2	6.70811	6.630197	6.694458	6.687036	6.786984	6.76973	6.687474	6.715186	8.380752	6.590689
SSTR3	7.032124	7.03718	6.881011	6.983768	7.070077	6.996882	7.072397	7.078734	7.297563	6.993939
SSU72	9.808305	9.612184	9.987674	9.805412	9.040754	10.341928	9.610703	9.921315	9.939915	9.422998
SSX1	6.419705	6.408989	6.6001	6.277925	6.328733	6.301286	6.333038	6.310797	6.379058	6.385646
SSX2IP	8.230057	10.398828	8.666313	9.498258	8.121848	8.780019	8.591896	9.607923	8.364927	8.544354
SSX3	6.543094	6.45787	6.480728	6.547485	6.344966	6.448029	6.597113	6.681512	6.616933	6.556355
ST13	10.484757	11.530745	11.180238	11.460592	10.490766	10.859122	11.175229	11.088151	11.152685	10.433579
ST14	9.890275	8.840711	9.872172	9.010059	8.572454	9.116472	10.296108	9.055765	9.358516	9.38951
ST18	6.670165	6.450521	6.6936	6.468947	6.589403	6.473532	6.498942	6.484972	6.640248	6.449217
ST20	7.410403	8.272306	7.665901	7.388145	7.398501	8.270188	7.670036	7.651854	7.857952	7.261143
ST3GAL1	7.749081	8.549671	7.851281	7.340011	7.353141	7.294433	7.775457	7.380848	7.328717	8.142627
ST3GAL2	7.977678	7.725082	7.941569	8.135621	7.98718	7.961864	7.87346	7.75705	8.327307	8.073741
ST3GAL3	8.669334	8.679606	8.580012	8.555321	8.826529	8.538857	8.765255	8.718987	8.980306	8.716517
ST3GAL4	7.28984	6.571664	7.376513	6.685023	6.655488	6.836513	6.879595	6.484225	6.703052	7.222204
ST3GAL5	8.073118	7.178813	8.109951	8.836697	8.262859	8.235309	8.023294	7.730818	7.823489	7.812348
ST3GAL6	7.499261	7.551039	6.807592	7.189583	6.469044	6.783633	7.038666	6.818528	7.265056	6.808202
ST6GAL1	10.002085	9.564009	9.470545	9.657568	9.897486	8.810398	10.13472	8.250797	9.007167	7.626959
ST6GAL2	6.198762	8.482734	6.351736	6.144771	6.310235	6.232898	8.788101	6.815684	6.420197	7.854209
ST6GALNAC4	7.403475	7.427991	7.556157	7.564593	7.687709	8.015451	7.711689	7.322257	7.60239	6.944689
ST6GALNAC5	6.927632	7.822094	6.489055	6.830304	6.905402	6.503031	7.237042	6.512122	7.401605	6.582325
ST7	7.593788	8.21503	6.947174	7.7836	7.179637	8.018495	7.518148	7.702798	7.343899	7.786543
ST7-AS2	5.95126	5.955506	5.933589	6.026352	6.025683	5.97437	6.089681	6.023765	5.88729	6.053682
ST7L	7.235466	9.399427	7.33251	6.71497	7.854526	6.541701	7.403534	7.917003	6.629505	8.296789
ST8SIA1	6.496057	6.451199	6.214108	6.489153	6.8001	6.465901	6.185659	6.186218	6.22285	6.695208
ST8SIA2	6.358123	6.158791	6.44891	6.432539	6.332551	6.323672	6.381793	6.45618	6.431188	6.360376
ST8SIA3	6.34446	6.299243	6.337923	6.156132	6.608537	6.324047	6.371058	6.338425	6.394365	6.338182
ST8SIA4	7.416949	7.110459	6.986624	8.48401	8.894564	8.220644	7.831948	7.916165	7.68348	7.097541
STAB1	8.089593	7.375776	8.204819	8.072933	8.419426	7.847715	7.90649	7.963218	7.971928	8.245569
STAB2	6.613383	6.404148	6.605441	6.580454	6.667885	6.529433	6.592701	6.463303	6.565868	6.570083
STAG1	8.291789	9.265466	8.124361	8.79142	7.909176	8.818995	8.480991	9.027943	8.215609	8.739123
STAG2	10.21421	10.71584	10.423419	11.554431	9.866367	10.553042	9.965554	10.491877	11.128525	10.102035
STAG3L1	7.435751	7.040199	7.090198	7.12875	7.599304	7.091975	7.143708	7.215776	7.498941	7.4761
STAG3L4	7.274188	8.263755	7.764672	7.638368	7.027911	7.432911	8.146538	7.576294	7.496605	8.591704
STAM2	9.200967	9.037208	8.449247	9.461572	8.637987	9.389163	9.174048	8.638836	7.919388	8.306696
STAMBP	8.816244	9.079783	8.979049	9.312237	8.630218	9.613289	8.958338	9.608638	8.797679	8.666059
STAMBPL1	7.929011	8.145068	7.612178	8.35471	8.851257	8.819351	8.065713	7.656344	8.233726	7.493441
STAP1	6.487887	6.284112	6.506926	6.911576	6.950142	6.322374	6.708889	6.681746	6.350027	6.035337
STARD10	8.075575	7.532049	8.80593	7.476616	7.341818	7.880101	7.847334	7.371881	7.976353	7.777562
STARD13	7.381681	6.824013	7.494778	7.326137	7.777645	7.257019	7.143661	7.428484	7.303778	8.215287
STAT1	13.18904	14.025435	13.69811	13.938121	13.15286	13.957795	13.656263	13.161768	13.888786	13.33135
STAT2	10.38816	9.789729	10.22222	10.557565	10.21786	9.821504	9.699376	10.180553	9.870887	9.897717
STAT3	10.591741	9.981599	11.213393	11.77869	10.431561	10.421003	11.370643	10.058274	10.09565	10.13301
STAT5B	7.831403	7.993341	7.980011	8.128432	8.046369	7.361981	8.061937	8.070698	8.269903	7.824216
STAT6	9.697569	8.994923	10.001255	9.662552	9.417851	9.94313	9.834123	9.657022	9.755202	9.55833
STAU1	11.06879	10.996708	11.05818	11.364123	10.577376	11.656754	10.788074	11.238019	11.204936	10.87238
STAU2	6.91578	8.671973	7.422315	7.91617	7.630588	7.073086	8.071394	8.37218	7.034283	7.763521
STBD1	6.364609	6.191336	6.147049	6.381415	6.213241	6.333009	6.283484	6.268711	6.61775	6.285903
STC1	9.311056	8.596533	9.788468	7.634875	7.741685	9.727256	7.537464	8.524464	9.224511	7.5534
STC2	7.147591	8.101354	7.202905	7.885786	6.626338	7.248417	8.669431	9.135104	8.019895	8.761429
STEAP3	9.051035	8.167503	8.596117	8.182463	8.789027	9.243546	8.806499	8.774322	9.928892	8.137191
