1	2	3	4	5	6	7	8	9	10
MAGEC1	5.999889	5.840297	6.758743	6.033664	5.646288	5.993993	5.918895	5.957817	6.04738	5.809305
C2orf27A	7.066225	6.790963	7.115404	7.022856	6.708244	7.295865	7.056	6.960563	7.251013	6.934615
CACNG1	6.617074	6.426326	6.559345	6.520767	6.366711	6.599635	6.580731	6.511959	6.771483	6.586078
TAF1A	7.439796	7.926263	7.023447	7.632339	6.772312	8.377604	7.473048	7.833786	7.286599	6.955235
GDF5	7.153189	6.815735	7.26976	6.976793	7.527081	7.11204	7.153669	7.043816	7.113214	7.180247
RENBP	6.866633	6.667832	6.876394	6.60086	6.877563	6.540149	6.776132	6.592755	6.91438	6.69203
IL18R1	6.937603	7.594999	7.061053	7.211819	7.155879	6.839008	6.947774	6.97289	6.788484	6.346964
DKK4	6.341601	6.330243	6.339748	6.37179	6.621355	6.309357	6.373015	6.352639	6.359238	6.335353
EIF4H	10.608721	11.202555	10.655717	11.287808	10.274635	11.309367	10.951936	11.024101	11.183957	10.372827
TRH	6.543267	6.352926	6.407703	6.37136	6.373428	6.331799	6.310748	6.346668	6.383785	6.476372
PDE6A	6.380453	6.313966	6.573146	6.270872	6.324127	6.263121	6.166509	6.293098	6.426772	6.355294
PRPH2	6.778181	6.65696	6.86233	8.177279	6.7897	6.813669	6.966384	6.835173	6.912064	7.039943
ADAMTSL2	6.411948	6.241122	6.427116	6.254096	6.54353	6.21502	6.357512	6.319302	6.470428	6.17166
PTGER2	6.546702	6.431978	6.703638	7.172869	7.275963	6.347724	6.875505	6.661623	6.455175	6.459797
APOBEC3B	8.487487	9.358982	8.252214	8.322675	7.115119	9.142223	8.79978	8.666797	10.431023	8.047368
P2RY14	6.849532	6.870885	6.937077	7.959154	7.482158	6.85901	7.353479	7.051099	6.793824	6.559219
HTR2B	6.389449	6.383385	6.449159	6.969057	6.519696	6.169678	6.505395	6.489265	6.437196	6.60633
HTN1	6.055351	5.957552	5.864126	5.907196	5.865947	5.978109	6.033452	5.985003	6.228297	6.761752
TNFRSF17	7.173345	7.352814	7.758877	8.393615	8.985697	6.735482	8.38034	6.966603	7.898603	5.993901
DSG1	5.877204	6.189292	6.510252	6.366157	5.850758	6.14144	6.160573	8.298425	6.226818	10.633758
GLI1	6.791096	6.578828	6.852704	7.357364	6.919859	6.825851	7.056136	6.883977	6.541931	7.224803
HBZ	6.373665	6.308249	6.508059	6.185453	6.514455	6.200131	6.344556	6.219384	6.399336	6.307261
ZNF571	6.588653	7.028281	6.431647	7.104297	6.717672	6.691171	6.971927	6.84089	6.600148	6.701342
IQCC	6.705331	6.700708	6.762431	6.678958	6.816287	6.634727	6.558709	6.720145	6.712609	6.565844
MYOD1	6.396648	6.399913	6.606135	6.51611	6.772236	6.600235	6.506955	6.467482	6.888168	6.455905
UPK3B	6.835574	6.929675	6.796668	6.906115	6.779882	7.034706	7.029623	7.016439	6.801294	6.833808
IGLL1	6.714018	6.53092	6.679262	6.648066	6.736988	6.655978	6.708958	6.538231	6.650805	6.478823
SI	5.728036	5.756304	5.87086	5.685933	5.831546	5.728364	5.777444	5.737579	5.813457	5.701985
GZMK	6.933039	6.900013	9.09994	8.619479	8.390193	6.92661	7.947725	7.332984	8.127003	6.612633
SAG	6.472088	6.358661	6.425709	6.275534	6.574768	6.291549	6.36256	6.323478	6.40163	6.422197
FLT3	6.677645	6.597148	6.727545	6.685346	7.055736	6.615635	6.850485	6.66568	6.778471	6.715121
CEACAM8	6.132632	6.074978	6.166387	6.18308	5.876967	6.205907	6.027277	6.083731	5.934196	6.003082
KRT31	6.108372	6.166496	6.620526	6.259905	6.254596	6.724477	6.591453	6.266918	6.303436	6.246328
CD5L	6.088533	6.040571	6.123413	6.007516	6.146681	6.05526	6.090377	5.985771	6.050569	6.062803
CLEC10A	6.812539	6.351211	7.223005	7.822993	7.590307	6.536888	6.975552	6.768829	6.566219	6.648136
ZNF165	6.659666	6.416217	6.559328	6.817501	6.18135	7.328536	6.299006	8.363433	7.309857	6.119647
HCG4	6.623148	5.975542	6.596354	7.01618	6.281676	7.335316	6.424955	6.052826	6.257676	6.180885
PTPN6	7.955125	7.282345	7.797152	7.87203	7.8379	7.424149	7.919547	7.406955	8.21733	7.603774
CPSF4	8.688969	9.158556	8.823044	8.893332	8.807709	9.229665	8.669568	8.967974	9.132426	9.057125
ASIC2	6.139731	6.124691	6.172218	6.218811	6.235489	6.024347	6.152016	6.349145	6.252374	6.166607
IL7	6.561078	6.542366	6.55335	6.963195	7.219794	7.36887	7.381772	6.859071	7.179455	6.524548
GPR143	6.498152	6.577341	6.595869	6.601174	6.652021	7.580738	6.649694	6.640193	6.641706	6.532496
HP	7.192729	7.5646	7.658797	8.217271	8.307442	7.221661	6.91629	7.059877	6.847743	7.241507
XK	6.24174	7.35661	6.189989	6.913495	6.284	7.232754	6.440339	7.522588	6.58102	7.231394
NPAS1	6.331702	6.255329	6.308357	6.45334	6.470279	6.377178	6.355676	6.494927	6.454953	6.243967
KDM5D	6.659994	6.686186	7.650312	6.765188	8.678619	6.867434	6.380508	7.637877	8.241915	8.366287
CHRNB1	6.881192	6.608334	6.841527	6.993412	7.191595	6.78626	6.657391	6.664844	7.223429	6.723338
TULP1	6.552574	6.352907	6.408174	6.532663	6.542136	6.432936	6.673306	6.427942	6.751024	6.294246
NTF3	7.179401	8.045408	7.238994	7.122531	7.926665	7.138193	8.045604	7.334893	7.282756	7.289459
GPT	7.144886	6.995058	7.356365	7.101079	7.388876	6.965669	7.080354	6.976555	7.096799	6.882982
CXorf1	6.073688	6.085682	6.133599	6.050785	6.429781	6.194065	6.227704	6.123501	6.1446	6.135607
SYNGR4	6.466234	6.402341	6.511607	6.471457	6.412851	6.408711	6.443024	6.445925	6.606792	6.415622
HPGDS	6.677179	6.541343	7.052337	7.138858	7.105585	6.531372	7.079442	6.682824	6.968805	6.91803
C9	6.005339	5.885282	5.88581	5.865619	5.988299	6.096584	5.961864	5.825954	5.918832	6.004765
TNFRSF8	6.720548	6.497013	6.684708	6.618206	6.679098	6.701468	6.645261	6.614975	6.735965	6.48129
SLITRK3	6.275422	6.345921	6.433151	6.291858	6.10402	6.299278	6.410111	6.449239	6.121707	6.245115
TULP2	6.516128	6.573388	6.516002	6.626595	6.602934	6.558195	6.608626	6.656137	6.553265	6.425666
WNT11	6.468752	6.184531	6.538188	6.364532	6.500861	6.30114	6.327901	6.222973	6.446785	6.306454
APOC4	6.8683	6.82577	6.673576	7.032929	6.884706	7.017784	6.970985	6.895781	6.847773	6.744522
HOXC5	7.073583	6.844284	7.137566	7.031179	7.531939	6.962314	6.985235	6.947508	7.232917	7.093375
C3orf32	6.747542	6.666868	6.669931	6.671039	6.977144	6.684314	6.66821	6.743308	6.907951	6.707977
FIGF	6.372381	6.630156	6.637125	6.720008	7.928936	6.387963	6.3701	6.649701	6.358952	6.512258
ASGR1	6.525685	6.570744	6.750002	6.837239	6.891857	6.445112	6.592565	6.591757	6.680244	6.39687
HOXC11	7.44345	7.110997	7.376597	7.409692	7.314216	6.91843	7.226341	6.97118	7.819901	7.523225
BFSP1	6.760337	7.056187	7.007909	6.511247	6.336996	6.970242	6.553121	6.876661	6.390269	7.209286
CD1B	6.46992	6.267781	6.691878	6.325708	6.528219	6.132725	6.627807	6.135502	6.274393	6.516037
DFFB	6.806185	6.933473	6.68993	7.294244	7.658002	7.288946	6.927307	7.698194	8.076896	6.934112
RDH16	6.625903	6.90196	6.688852	6.629072	7.005919	7.234635	7.149217	6.753702	7.589458	6.752149
CYP2B6	6.245907	6.330858	6.253584	6.321865	6.548186	6.319428	6.301023	6.231851	6.266753	6.246566
CHST7	6.860211	8.729121	7.502405	9.433271	7.068519	6.915719	7.668802	9.036049	6.999711	8.130061
EDN2	6.732133	6.645212	6.722967	6.599978	6.629258	6.745374	6.809988	6.698744	6.689223	6.721753
KCNA5	6.657317	6.581777	6.693785	6.574081	6.708545	6.614701	6.497136	6.642122	6.587342	6.525127
FKBP6	6.593678	6.465956	6.384267	6.513712	6.638961	6.499722	6.483584	6.705249	6.829737	6.529185
ITGA10	7.343364	6.98889	7.011781	7.01715	7.125845	6.755349	6.745733	6.956113	7.074983	7.156071
RPL3L	6.58563	6.433455	6.513521	6.187185	6.127769	6.385905	6.290285	6.39436	6.427686	6.275184
TMSB4Y	7.052118	6.655219	7.03096	6.737532	6.947857	6.85006	6.785027	6.835372	6.675533	6.855629
UPK3A	6.561728	6.619263	6.793562	6.62057	6.584814	6.587693	6.51786	6.671467	6.692891	6.417324
PTH2R	6.254512	9.109812	6.193464	6.363968	5.999689	6.382728	6.21848	6.25117	6.009857	7.927603
LY6H	6.468667	6.446139	6.375817	6.416643	6.60226	6.386412	6.296645	6.27279	6.351726	6.332781
FRMPD1	6.377901	6.560918	6.404074	6.639744	6.351006	6.558357	6.476076	6.434633	6.508706	6.293158
CUBN	6.49377	6.28906	6.545297	6.334962	6.859498	6.282573	6.506376	6.473922	6.608712	6.663509
CRYBB2	6.696866	6.692512	6.620456	6.699168	6.951141	6.602773	6.78057	6.866921	6.933758	6.711876
AQP8	6.442522	6.358417	6.330296	6.426147	6.394132	6.263141	6.446679	6.461197	6.369247	6.30668
HTN3	5.982496	5.890338	5.849801	5.866019	5.947252	5.879357	5.88757	6.028869	6.131744	6.035362
BRDT	6.049989	5.902415	6.118396	6.092289	6.004374	6.423972	6.083901	5.962126	6.080532	5.953174
PNMT	6.59654	6.655014	6.525499	6.582476	6.717539	6.684672	6.604136	6.643217	6.811661	6.532545
NAT2	6.675677	6.502772	6.698351	6.605851	6.519684	6.405612	6.473718	6.361475	6.620407	6.519686
SCGB1D2	6.031724	6.098689	6.087326	5.978093	6.004425	6.189401	6.142968	6.173426	6.025095	6.221805
NPPB	6.38058	6.254427	6.423679	6.402836	6.389141	6.327066	6.369507	6.309962	6.479424	6.389048
PDYN	6.224105	6.281558	6.348223	6.34061	6.254936	6.280537	6.457244	6.354721	6.503059	6.232451
CD3G	7.349879	6.743499	7.717426	7.626833	7.747902	7.257257	7.242569	7.067896	7.150057	6.823638
DGKI	6.07246	6.197955	6.24837	6.0806	6.114334	7.0277	6.172286	6.180286	6.143562	7.680743
HNRNPA3P1	5.914057	6.147583	5.949351	6.165033	5.916169	6.294218	6.133034	6.027471	5.940184	5.879799
ADCY8	6.142929	5.994602	6.124858	6.206369	6.191577	6.200478	6.149956	6.143736	6.253375	6.185516
CTF1	6.644709	6.477296	6.860081	6.712816	6.595409	6.518115	6.61545	6.564025	6.748006	6.737256
NGF	6.613528	6.677134	6.868432	6.50921	6.706712	6.471797	6.560668	6.500015	6.677689	6.676822
CES1P1	6.436612	6.237871	6.404102	6.468292	6.396361	6.45903	6.337898	6.394802	6.372542	6.295595
OXTR	6.551647	6.7353	7.209231	6.561267	6.776026	6.825852	6.593538	6.35931	6.532499	6.488744
TXK	6.256096	6.585595	6.319549	6.458609	6.369529	6.131737	6.373496	6.10955	6.210356	6.10642
SLC4A10	6.007322	5.940679	6.002315	5.961003	5.964849	5.952087	5.953374	5.843302	6.026507	5.946382
ACYP2	7.616305	7.661164	7.845992	7.886805	7.583365	7.638304	7.738009	8.563892	7.238903	7.312598
HBD	6.576431	6.35329	6.622706	6.567279	6.806707	6.633745	6.688716	6.603419	6.633804	6.415985
STATH	6.099494	5.907602	6.11103	6.011542	5.999864	6.154069	6.017211	6.275285	5.903357	6.035207
SLC6A3	7.047214	7.013322	7.217727	6.838987	6.961835	6.982908	7.009334	7.100171	7.126606	7.057252
ALX1	6.765731	7.104001	6.953864	6.659886	6.6831	7.344627	6.938767	6.642012	6.63673	6.757033
TBX19	6.948529	7.04717	6.706048	7.016371	6.984236	6.937028	7.154936	7.080938	7.191497	6.897966
C22orf31	6.623837	6.537836	6.692796	6.643933	6.759607	6.619566	6.598233	6.796444	6.888672	6.576163
AFM	6.212427	6.095434	6.201557	6.147058	6.157661	6.106549	6.207545	6.064592	6.153431	6.190802
PDE6H	6.055394	5.955838	6.146876	6.284439	5.898487	6.194286	6.094181	5.989239	6.061085	5.985005
KCND1	6.768432	6.596704	6.756424	6.672768	6.844855	6.763832	6.721552	6.525757	6.724237	6.660206
CRYBA4	6.592235	6.375633	6.616953	6.50145	6.633897	6.496773	6.519006	6.551145	6.510874	6.548188
FBP2	6.571269	6.532988	6.667698	6.464746	6.93027	6.528586	6.708444	6.621887	6.724898	6.581198
RASL10A	6.834714	6.713976	6.967392	6.551671	6.821194	6.638944	6.684945	6.645927	6.895258	6.869439
HYAL2	8.106007	7.766036	8.499725	8.677911	8.075453	8.147882	8.175675	8.04038	8.269217	8.488048
LILRB5	6.524475	6.226831	6.70729	7.29215	7.125374	6.513155	6.62457	6.528496	6.924676	6.640538
FKBP1B	7.788707	7.840843	8.037184	8.487329	7.444229	7.462085	8.268349	6.818707	6.948274	7.436331
HOXC6	8.626449	7.358024	8.080089	10.629632	8.196397	7.222301	8.340917	7.271926	9.565234	8.51952
PAEP	6.733585	6.467129	6.522027	6.595701	6.66437	8.404383	6.544866	6.476071	6.681995	6.579731
GCKR	6.588889	6.45612	6.707186	6.551893	6.555302	6.572578	6.548715	6.544488	6.92024	6.457774
STARD8	6.943301	6.829661	7.203847	6.827963	7.445753	6.818276	7.115167	6.845441	7.383141	7.009378
CHAD	6.533442	6.527967	6.490653	6.512795	6.680098	6.6803	6.679392	6.502533	6.728898	6.56813
ELANE	6.373795	6.373484	6.614396	6.320371	6.638709	6.324624	6.458107	6.352855	6.590687	6.596113
DAO	6.569831	6.616137	6.599307	6.665859	6.258381	6.798638	6.623529	6.564281	6.604575	6.471738
LILRA3	6.532282	6.317906	6.731327	6.781304	6.703494	6.815432	6.597138	6.496358	6.586872	6.379302
GP9	7.187697	7.025367	7.238285	7.048598	7.576556	6.994935	7.166719	6.99619	7.277881	6.970609
ARHGDIG	6.857772	6.668656	6.634453	6.748932	6.415889	6.775501	6.640705	6.825323	6.761842	6.799166
ACTN3	6.483669	6.222373	6.525264	6.246098	6.627955	6.427613	6.359602	6.358277	6.503382	6.46138
AMHR2	6.774769	6.734267	7.134398	6.826677	7.192474	6.777647	6.942466	6.810048	7.135723	6.65245
APOA4	6.6526	6.437859	6.603284	6.571598	6.578366	6.544172	6.604542	6.61028	6.717558	6.537291
PAGE1	6.069289	5.979647	5.949987	6.270385	5.936943	6.068275	5.980113	6.053072	6.003221	6.092846
NTSR2	6.208007	6.154565	6.292977	6.195853	6.237758	6.047978	6.212547	6.06484	6.273596	6.1441
C19orf57	7.150229	7.181904	7.1782	7.133225	7.465089	7.049413	7.090463	7.217371	7.345718	6.998381
ICAM5	6.586636	6.601128	6.676457	6.86803	7.036256	6.752895	6.534891	6.493834	6.678045	6.534414
TNFSF9	6.910597	6.556341	6.862534	6.577091	6.838874	6.837289	6.711837	7.262834	6.710716	6.942963
CFHR2	6.888246	6.640036	6.790071	6.90678	6.985895	6.984752	6.872415	6.885698	6.917849	6.665187
BAAT	6.634501	6.337948	6.610308	6.489473	6.613398	6.473065	6.379782	6.616207	6.498505	6.463727
CRTAM	6.310261	6.284392	6.610857	7.087483	6.886643	6.486753	7.012542	6.887425	6.463837	6.305049
NKX2-2	5.985531	6.079786	6.020531	6.092911	5.93154	5.929711	5.917825	5.987951	6.028389	6.026643
CPNE1	8.859127	11.847341	8.951363	9.001765	7.998115	9.338592	8.234481	8.795885	10.129475	8.454661
CH25H	7.2088	6.436921	7.978988	8.152773	8.218162	7.216401	7.865835	6.654964	6.943937	8.167458
PCDH8	5.802504	5.678386	5.886897	5.782841	6.02914	5.849958	5.751236	5.77742	5.815816	5.718662
SPTA1	6.137057	6.207219	6.142178	6.24888	6.247184	6.340424	6.244133	6.137451	6.154332	6.229435
SRD5A2	6.708348	6.484526	7.057444	6.521849	6.87173	6.440339	6.538218	6.418889	7.083019	6.518999
SEMA3E	6.425292	6.051417	6.03075	6.248632	6.105768	5.968437	6.093698	5.942059	6.034868	5.953476
PMCH	6.422275	6.566694	6.47282	6.372245	6.262468	6.298069	6.497035	6.656817	6.417636	6.483618
LCT	6.288998	6.410023	6.294639	6.267885	6.396201	6.397867	6.415781	6.185117	6.387612	6.472736
B3GALT5	6.314737	6.272259	6.159551	6.122425	6.167206	6.124437	6.185042	6.09122	6.305433	6.154732
RUSC1	8.273159	9.334542	8.816674	8.87732	7.87308	8.708435	8.953121	9.357264	9.779054	9.025758
HIST1H4E	6.710354	6.802099	6.928785	6.859706	6.796449	6.658265	6.630412	6.768868	7.79265	6.941045
WT1-AS	6.569325	6.402513	6.535791	6.457958	6.374151	6.368273	6.45406	6.351646	6.511152	6.379313
AQP7	6.721269	6.524659	6.740298	6.781042	6.794292	6.72377	6.678723	6.694116	6.850155	6.671705
LPAR4	6.282531	5.8937	6.183532	5.879981	6.027188	5.94457	6.302849	5.959187	5.894723	6.448675
NAT8B	6.352853	6.20013	6.360494	6.572926	6.446829	6.312628	6.393784	6.299211	6.369456	6.180978
CCNT1	7.568264	7.889591	7.348108	7.517664	7.132311	8.25572	7.252315	8.046285	8.249974	7.759438
KRT34	6.237482	6.234516	6.140763	6.211269	6.23682	6.477515	6.055517	6.429174	6.203612	8.184594
LTA	6.481908	6.437314	6.354418	6.613059	6.531255	6.316625	6.469902	6.477866	6.718373	6.376244
PTH	5.821318	5.870424	5.804449	5.727778	5.847754	5.850452	5.795298	5.7392	5.81082	5.829216
C8B	6.212594	6.12285	6.222842	6.085268	6.110355	6.171108	6.212118	6.157137	6.286627	6.234787
FLT3LG	6.203948	6.09214	6.474713	6.254103	6.246417	6.321103	6.387402	6.221714	6.237769	6.176781
SCN4A	6.241092	6.222311	6.152995	6.250604	6.188111	6.191595	6.260087	6.096745	6.089982	6.243692
CRYBA1	6.033491	6.064345	5.838426	6.042382	6.151021	5.922959	6.024736	5.97035	6.000247	6.121534
CCR6	6.120376	6.136272	6.283083	6.410389	6.518463	6.352737	6.393429	6.266257	6.068759	5.951059
RIT2	5.784185	5.977395	5.988568	6.168714	5.88236	5.954891	5.988618	6.094113	6.026563	5.996865
HSD17B3	6.817203	6.822694	6.846745	6.502796	6.53472	8.466926	6.568889	6.38989	7.515166	6.552996
CCL25	6.201172	6.170041	6.283227	6.21293	6.31987	6.136872	6.327311	6.201516	6.254447	6.108334
CST4	7.617526	6.96958	7.895381	7.20443	7.829666	7.117462	7.529452	7.765321	7.570662	7.878519
PRB3	6.927867	7.137665	7.373502	6.902342	7.405971	6.882973	7.167622	6.864884	7.595525	7.101312
GUCA2A	6.340726	6.159779	6.451417	6.433988	6.37677	6.31832	6.356103	6.251392	6.423266	6.32521
CCDC106	6.707836	6.437283	6.770483	6.892785	6.731053	6.547811	6.771951	6.76556	6.568625	6.591247
CXCR2	6.80473	6.216634	8.176549	6.686395	6.948507	6.583053	7.088896	6.541	6.475282	6.384919
PHOX2B	6.414436	6.256216	6.29361	6.146397	6.210077	6.173903	6.129336	6.238423	6.293044	6.183783
GABRB1	5.979592	6.060044	6.074	6.057007	5.784299	6.022365	5.966657	6.071575	6.027809	5.912254
AKAP4	6.410389	6.284112	6.474423	6.402903	6.625735	6.387697	6.269574	6.400724	6.460844	6.189329
HSF2BP	6.739014	6.9867	7.018315	6.648843	6.893225	7.146604	6.793683	6.718502	7.691342	6.901424
ZPBP	6.40568	6.393752	6.463529	6.344273	6.667391	6.338983	6.421952	6.348522	6.303764	6.499712
LDHC	6.529611	6.560702	6.399178	6.767	6.15118	6.638765	6.520534	6.50226	6.538169	6.51159
CHRND	6.545875	6.361635	6.448091	6.223807	6.580236	6.249083	6.441111	6.548926	6.734807	6.434218
HGFAC	6.404617	6.172649	6.466066	6.260143	6.459272	6.425247	6.304685	6.153591	6.400731	6.42764
NKX3-2	6.378544	6.671796	6.45276	6.794483	6.272555	6.447173	6.595242	6.692148	6.736428	7.273154
GIF	6.246476	6.19328	6.26421	6.176541	6.29335	6.126973	6.132974	6.13165	6.282671	6.224339
SLC30A3	7.969336	7.678492	7.88532	7.862229	8.175464	7.907938	7.805138	8.07467	7.858324	7.964423
SLC6A9	6.39779	6.532549	6.359039	6.373429	6.398215	6.344623	6.373934	6.432739	6.621031	6.267215
HAVCR1	5.984683	6.015502	6.137829	6.177817	6.130058	6.101273	6.002359	6.103139	5.938214	5.83811
IMPG1	5.844257	5.770975	5.921045	5.808542	5.928201	5.671039	5.684976	5.737481	5.848313	5.787422
GPR37L1	6.456176	6.321785	6.739765	6.464795	6.431293	6.535213	6.556978	6.59912	6.558371	6.372479
PAX9	6.791212	6.571767	6.73822	6.363862	6.338539	6.475005	6.808638	6.74881	6.676056	6.347209
EN2	6.210175	6.282067	6.500373	6.197057	6.230872	6.257805	6.185218	7.126125	6.683855	6.533247
IAPP	6.257786	6.293618	6.284049	6.366444	6.281874	6.289361	6.318231	6.37172	6.450068	6.32381
NCRNA00185	6.143943	6.048889	6.275185	6.009833	6.34915	6.068772	6.025284	6.166269	6.055126	6.63849
KRT75	6.643474	6.560829	7.038974	6.52736	6.606663	7.008113	6.763403	6.662247	7.010719	7.594269
HRC	6.721509	6.464012	6.614536	6.460167	6.914369	6.399194	6.516309	6.50597	6.635669	6.662597
HDC	6.90509	6.700365	7.002421	7.243064	7.236043	6.67657	6.818701	6.712195	6.832421	6.708844
ZFP37	6.585983	7.706436	6.805948	7.038515	6.711211	7.261455	7.418902	6.625985	6.6777	7.351937
ACO1	8.044317	8.551145	8.472599	8.383546	7.836909	9.494668	8.494415	8.363341	9.142068	8.155706
IL18RAP	6.963112	6.732211	7.176095	7.40366	7.268335	7.018661	7.164804	7.067401	7.003532	6.540375
SLC18A1	6.026358	6.010563	6.147479	6.069781	6.154559	6.109089	6.204542	6.143341	6.049983	6.017236
ASS1	9.401213	8.450552	10.272387	7.784653	8.703368	7.94421	9.24008	10.490045	9.459354	10.534624
CELA2B	6.411838	6.341828	6.398062	6.48804	6.518087	6.457357	6.550255	6.420376	6.670647	6.243649
PI4KA	7.86003	8.50091	8.035789	8.209259	8.024579	7.658443	8.265551	8.456547	8.986396	8.494618
ZFP30	7.389772	7.700272	7.571538	7.704849	7.864797	7.283553	7.838529	7.315301	7.713544	7.549511
P2RX7	6.578488	6.469084	6.561636	6.890975	6.820601	6.675227	6.819651	6.682253	6.835491	6.740277
LEP	6.421044	6.554756	6.35668	6.474538	6.241971	6.505092	6.429246	6.339806	6.291127	6.379272
OMG	6.609325	6.563242	6.738562	6.700356	6.90625	6.605496	6.721735	6.563291	6.709855	6.576682
CXCR1	7.181124	7.072881	7.415945	6.866647	7.243067	7.05152	7.011259	7.040448	7.120131	7.1514
SLC10A2	6.382633	6.296311	6.433985	6.258005	6.162306	6.233771	6.155525	6.304968	6.215331	6.30374
SAA4	7.112678	6.656364	8.122791	6.642906	7.363741	7.247163	7.134929	6.645923	6.749365	6.546374
SLC17A2	6.40665	6.290491	6.445068	6.3516	6.269668	6.447851	6.409865	6.400242	6.472482	6.249128
AKR1D1	5.744016	5.722505	5.84535	5.792099	5.860064	5.896659	5.920002	5.810958	5.837485	5.876056
KCND2	6.473645	6.663036	6.312448	6.271241	6.277865	6.612947	6.449989	6.395852	6.278678	7.272451
LTK	6.505278	6.321909	6.432143	6.46742	6.378095	6.459156	6.481796	6.475068	6.839417	6.33967
RPE65	5.706839	5.760526	5.819377	5.729593	5.857297	5.859716	5.868525	5.819588	5.761101	5.743267
EMR1	6.698325	6.431707	7.02161	6.96373	6.624239	6.652519	6.857337	6.502955	6.430693	6.428904
TNF	6.469837	6.166303	6.577667	6.398994	6.662968	6.938136	6.243261	6.384114	6.630348	6.310402
LY6G6C	6.755904	6.70151	6.799862	6.761684	6.786295	6.772452	6.785708	7.574321	7.05498	7.429377
GAPDHS	6.38041	6.18923	6.288632	6.179596	6.208292	6.138892	6.255901	6.229424	6.483492	6.165248
MAPK6	10.415375	11.14091	11.568933	9.745806	9.19648	10.487574	11.352407	11.076405	10.439071	10.562231
MATN4	6.680689	6.680617	6.772301	6.604171	6.808743	6.630775	6.747963	6.616303	6.835953	6.531674
ZNF225	6.212118	6.332197	5.98616	6.258297	5.924918	6.533804	6.409598	6.414935	6.052629	6.024494
ZNF223	6.65009	6.585772	6.632698	6.55751	5.991208	6.971244	6.335325	6.594762	6.413713	6.478804
TPSB2	7.379099	6.910029	8.321119	7.146118	7.598607	6.766117	6.760803	6.983215	7.60551	6.987451
ARR3	6.939226	6.992285	7.023128	6.879043	6.907437	7.017913	6.988817	7.066625	6.957304	6.911118
ATP4A	6.357401	6.219012	6.415171	6.311317	6.331992	6.102721	6.180324	6.218065	6.39415	6.298517
CITED1	6.923455	6.66655	6.694735	6.636174	6.734974	6.670021	6.628654	6.697889	6.686475	6.478827
MSTN	5.798495	5.745252	5.855791	5.700462	5.741433	5.717138	5.729569	5.712723	5.830671	5.735707
KRT32	6.715867	6.768243	6.808663	6.696002	6.640494	6.791571	6.903614	6.756545	6.707905	6.843899
CDH12	6.133643	6.014999	6.893022	6.383117	6.059943	6.432125	6.057175	5.917205	5.975447	6.161459
SLC18A3	6.514682	6.201197	6.367417	6.277026	6.507077	6.348833	6.333114	6.27755	6.328248	6.398513
GLMN	7.654883	8.843396	7.54559	8.267606	7.379176	8.466558	7.75486	8.212298	7.42204	6.933964
DIO3	6.7803	6.532545	6.87439	6.652805	7.062692	6.448698	6.718637	6.650435	7.094764	6.513436
HIST1H2AG	6.733485	6.744448	6.512121	8.614781	6.634956	7.412093	6.851105	7.229095	6.675157	6.860694
GNG5	11.015382	11.542004	11.842088	11.758897	10.894505	11.524991	11.05087	10.962968	11.093778	10.358597
APOBEC1	6.512298	6.134981	6.362582	6.225249	6.42638	6.258661	6.328208	6.217409	6.34593	6.272169
IL12A	6.373104	6.200884	6.42165	6.411919	6.687174	6.267174	6.327306	6.346959	6.356913	6.433742
KIAA0087	5.860539	5.870276	6.015878	5.822657	5.956071	5.939951	5.970084	5.8678	5.859142	5.893352
AKT1	8.021526	7.786091	8.329599	7.796719	7.322044	8.015699	8.001227	7.863779	7.809879	8.055035
GNGT1	7.068615	6.315229	6.28197	6.209072	6.344889	6.530352	6.49037	6.378762	6.378889	6.267926
CD101	6.401966	6.301087	6.327171	6.381346	6.560701	6.360492	6.240278	6.252605	6.292801	6.398023
LETMD1	8.447365	9.198035	8.438432	9.21003	8.908809	8.965826	8.993634	8.718455	9.728246	8.529473
GPC5	5.959897	5.981658	6.033327	5.998456	5.815442	6.129122	6.179658	6.140154	6.000025	5.925969
ADIPOQ	5.967666	5.974832	5.989514	5.85027	6.076948	5.841031	5.977829	5.942641	5.981155	5.996083
FRK	7.153431	7.791399	6.766582	6.275325	6.21401	7.202829	7.843539	6.530403	6.345939	7.228876
TLX1	6.06208	6.01353	6.000999	6.040779	6.239868	6.026302	6.012639	6.394048	5.948458	6.018008
CASP7	8.980485	8.438893	7.678978	9.166015	8.52899	8.952463	8.81625	8.791427	7.934053	8.571865
GABRA6	6.041061	6.126194	6.00513	5.983681	6.106455	5.962469	6.086122	5.972219	6.027373	5.941139
SLC10A1	6.627428	6.261403	6.68311	6.395756	6.373939	6.344761	6.397523	6.337189	6.542642	6.314873
ISLR	8.329068	7.031444	7.488393	7.252147	7.574535	6.956575	7.330931	6.962419	8.257875	8.792803
DNASE1L2	6.599081	6.606223	6.540505	6.684017	6.588712	6.720696	6.729512	6.446835	6.768854	6.507833
AGRP	7.188693	6.888947	7.077879	6.926713	7.051504	6.926129	6.869094	7.028739	7.064376	7.059146
ICAM4	6.700737	6.329115	6.302606	6.410328	6.952411	6.689674	6.550374	6.411545	6.452696	6.110079
CNTN6	6.189079	6.215537	6.206574	6.338098	6.406589	6.284337	6.238573	6.152297	6.13039	6.024371
ZIC3	5.96474	6.107364	5.897484	6.125058	6.12874	6.111525	6.096994	6.002861	6.098457	6.120154
